hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,name,email,phone-number,credit_card,reservation_status_date
Resort Hotel,0,3,2017,March,12,24,3,7,2,0.0,0,BB,,Direct,Direct,0,0,0,E,E,0,No Deposit,12.0,179.0,0,Transient,101.03,0,0,Check-Out,Michael Graham,megan48@example.net,001-851-307-5086x045,376511051985820,2024-07-12
Resort Hotel,0,16,2017,September,39,30,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,243.0,179.0,0,Transient,132.91,0,1,Check-Out,Mary Henderson,samanthaenglish@example.org,(383)498-9185,6011632947565655,2025-12-06
Resort Hotel,0,45,2017,March,10,4,2,5,2,2.0,0,BB,,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,246.0,179.0,0,Transient,252.0,0,1,Check-Out,Adam Holland,khardy@example.com,283-548-8490x305,4366876208095090461,2026-03-20
Resort Hotel,1,35,2017,August,33,16,1,7,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,181.0,179.0,0,Transient,90.64,0,0,Canceled,Elizabeth Miller,nhunter@example.com,001-659-696-5085x058,4610825114817715,2024-08-16
City Hotel,0,159,2017,October,42,17,0,2,3,1.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,132.68,0,2,Check-Out,Ryan Kaiser,crawfordmary@example.net,+1-295-985-4896x81178,2237085394063400,2025-11-25
Resort Hotel,0,34,2017,May,19,6,2,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,F,D,0,No Deposit,239.0,179.0,0,Transient,204.26,1,1,Check-Out,Douglas Morton,devinbernard@example.org,271-864-6666x301,38990680600572,2024-05-18
Resort Hotel,0,29,2017,November,47,25,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,D,0,No Deposit,240.0,179.0,0,Transient,48.24,1,1,Check-Out,Ashlee Mendez,hughesthomas@example.com,738.621.2545x69388,3525347305463403,2026-02-04
Resort Hotel,1,292,2017,April,15,13,2,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,243.0,179.0,0,Transient,88.19,0,0,Canceled,Leslie Barton,hwade@example.org,570-714-2554x92301,503825843306,2025-06-12
Resort Hotel,0,14,2017,September,36,4,0,2,2,0.0,0,BB,,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,240.0,179.0,0,Transient,123.82,1,0,Check-Out,Joseph Smith,justinthompson@example.com,(655)997-5788x684,4406559600567603,2024-07-06
Resort Hotel,0,0,2017,September,40,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,C,2,No Deposit,18.0,73.0,0,Transient,44.93,1,0,Check-Out,Paige Jordan,samueljimenez@example.com,(807)494-9706,30121839851423,2024-11-16
City Hotel,0,200,2017,March,11,12,1,2,2,2.0,0,BB,FRA,Direct,TA/TO,0,0,0,F,F,0,No Deposit,11.0,179.0,0,Transient,241.51,0,1,Check-Out,Elizabeth Taylor,qsherman@example.org,+1-815-269-2215x45784,180077140837204,2025-05-01
City Hotel,0,20,2017,November,45,8,2,1,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,172.18,0,2,Check-Out,Latoya Howell,esims@example.net,(754)402-9016,4143300811850209,2024-11-07
City Hotel,0,48,2017,June,23,9,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,26.0,179.0,61,Transient-Party,109.99,0,0,Check-Out,Lawrence Glover,danielle00@example.org,001-991-494-2278,6576711561747356,2024-11-05
Resort Hotel,1,100,2017,January,4,23,1,6,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,16.0,179.0,0,Transient,109.94,0,0,Check-Out,Kimberly Grant,waltonnancy@example.org,601.873.7531,30026657846530,2025-02-05
City Hotel,1,37,2017,January,4,21,2,5,3,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,10.0,179.0,0,Transient,98.97,0,0,Canceled,Madison Wilson,johnbass@example.net,001-418-810-7777x834,4046139722245382538,2025-03-28
Resort Hotel,0,47,2017,March,13,29,3,5,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,H,2,No Deposit,242.0,179.0,0,Transient,233.54,1,0,Check-Out,Melanie Davidson,jenniferhill@example.net,001-803-865-4618x3637,348615974451896,2025-10-22
City Hotel,1,3,2017,June,24,13,2,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,13.0,61.0,0,Transient,166.06,0,2,No-Show,Angel Johnson,scottalan@example.org,001-473-556-3951x66266,30095186143818,2025-03-01
City Hotel,0,1,2017,March,13,30,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,179.0,0,Transient,119.21,0,0,Check-Out,Jessica Cox,marytownsend@example.net,001-951-350-6460x333,4195103455383470,2024-05-28
Resort Hotel,0,147,2017,April,17,24,2,3,2,2.0,0,BB,,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,243.0,179.0,0,Transient,252.0,1,3,Check-Out,Laura Mosley,danielguerrero@example.net,+1-854-451-6507x7781,4485332996343128,2024-04-09
City Hotel,0,17,2017,November,48,29,1,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,40.74,0,0,Check-Out,Kurt Martinez,carpentersteven@example.com,437.747.5256,4129974573258,2024-08-04
Resort Hotel,1,53,2017,March,13,26,4,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,238.0,179.0,0,Transient,93.83,0,0,Canceled,Brandi Ibarra,josephwright@example.com,001-463-943-8207,4414232417581890,2024-10-02
Resort Hotel,1,3,2017,November,47,22,1,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,13.0,179.0,0,Transient,91.98,0,0,Canceled,Heather Sweeney,usampson@example.com,665-422-7225x69923,30560414105863,2025-12-31
City Hotel,1,388,2017,June,26,30,1,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,80.0,179.0,59,Transient,107.35,0,0,Canceled,Laura Guerra,holmessamantha@example.com,977.485.9001x25260,30002339703720,2026-01-28
City Hotel,0,0,2017,April,15,9,2,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,18.0,179.0,0,Transient,94.64,0,0,Check-Out,Adrian Levine,ghoffman@example.com,(520)667-7102x0119,4501611719140642,2024-10-12
City Hotel,0,246,2017,February,6,7,1,2,1,1.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,15.0,179.0,0,Transient,88.6,0,0,Check-Out,Abigail Acevedo,jamiesanders@example.com,+1-791-460-6929x8517,30272941047622,2025-11-22
City Hotel,0,1,2017,November,48,26,1,5,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,179.0,0,Transient,98.12,0,1,Check-Out,Isabella Taylor,ccollins@example.net,(838)776-0737x06852,4468857803378,2025-06-01
City Hotel,1,141,2017,February,8,18,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,179.0,0,Transient,113.16,0,0,Canceled,Joel Rogers,cartersteven@example.net,378.213.8612x999,4235205346683034,2024-04-28
Resort Hotel,0,8,2017,September,36,4,2,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,E,2,No Deposit,168.0,179.0,0,Transient,54.06,1,1,Check-Out,Tyler Murray,morrisonheidi@example.net,+1-480-469-8640,3563965118373494,2025-08-13
Resort Hotel,0,0,2017,July,27,3,1,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,13.0,81.0,0,Transient,43.52,0,1,Check-Out,Michael Lambert,glennkristina@example.org,+1-835-313-4010x73019,4309174203514,2026-01-16
City Hotel,1,0,2017,January,3,18,1,0,3,0.0,0,SC,,Complementary,Corporate,0,0,0,P,P,1,No Deposit,18.0,331.0,0,Transient,3.09,0,0,Canceled,Edward Guzman,meganbennett@example.com,001-912-556-5865x4711,213103004672338,2024-09-30
City Hotel,1,0,2017,August,32,9,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,B,B,1,No Deposit,11.0,179.0,0,Transient-Party,80.94,0,1,Check-Out,Anne Chambers,knightamanda@example.net,+1-252-966-8050x657,4330279889254,2024-06-05
City Hotel,1,29,2017,March,13,29,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,119.51,0,0,Canceled,Kristen Ramirez,estephens@example.org,226-712-2815,180030234485703,2025-04-02
City Hotel,1,316,2017,March,11,14,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,130.0,179.0,0,Contract,63.39,0,0,Canceled,Leslie Case,rpowell@example.net,(977)295-0172x390,3573019195018172,2025-10-23
City Hotel,0,0,2017,November,47,19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,80.28,0,1,Check-Out,Christopher Thomas,cruzmegan@example.net,(874)674-4181,4754729486945102,2024-09-26
City Hotel,0,109,2017,May,21,26,2,4,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,10.0,179.0,0,Transient-Party,229.82,1,3,Check-Out,Felicia Matthews,jessicaspence@example.com,(741)762-1928,4832113131264,2026-03-14
City Hotel,0,254,2017,June,24,13,2,5,2,0.0,0,BB,,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,33.0,179.0,0,Transient-Party,73.99,0,0,Check-Out,Robert Keith,leonardwayne@example.net,+1-514-269-8030x32113,5296179730185950,2024-05-06
Resort Hotel,1,329,2017,April,17,25,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,86.0,179.0,0,Transient-Party,124.09,0,2,Canceled,Deborah Simon,yhorton@example.com,322.746.7788,4339693916700,2025-04-07
City Hotel,1,191,2017,January,2,11,3,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,179.0,0,Transient,76.47,0,0,Canceled,Carlos Morrow,ymora@example.com,691-717-8069,30018570697876,2024-11-19
Resort Hotel,0,10,2017,November,45,8,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,247.0,179.0,0,Transient,52.07,0,1,Check-Out,Edward Tucker,mwatson@example.com,(396)288-1248x346,348877966961692,2025-06-12
Resort Hotel,0,9,2017,May,19,10,1,3,1,0.0,0,BB,,Direct,Direct,0,0,0,D,D,0,No Deposit,11.0,179.0,0,Transient,252.0,0,1,Check-Out,Emma Chan,ualvarado@example.net,+1-343-844-1967x83326,4230818884396,2025-11-21
City Hotel,0,86,2017,December,49,4,0,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,118.0,179.0,0,Transient,63.87,0,1,Check-Out,Ryan Thomas,ehenry@example.org,+1-898-465-2510x4030,3527402690974155,2025-01-26
City Hotel,0,52,2017,February,8,19,0,2,2,0.0,0,BB,PRT,Complementary,Direct,1,0,1,D,D,0,No Deposit,11.0,179.0,0,Transient,131.63,0,3,Check-Out,Holly Rivas,williamssteven@example.org,712.668.2894x41718,675926447276,2025-10-10
Resort Hotel,0,6,2017,September,37,11,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,179.0,0,Transient,99.26,1,2,Check-Out,Alicia Navarro,mwarren@example.net,(343)394-3852x2073,2296565184319243,2025-04-14
Resort Hotel,0,148,2017,March,12,16,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,179.0,0,Transient,224.11,1,1,Check-Out,James Schaefer,kimberlyyoung@example.org,+1-564-988-0165x984,3552794282308554,2024-05-16
City Hotel,0,58,2017,April,18,30,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,66.09,0,1,Check-Out,Jennifer Sampson,joshuabarton@example.net,206.322.3031x333,4929163160911301225,2025-11-08
City Hotel,1,419,2017,May,21,21,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,29.0,179.0,0,Transient,81.46,0,0,Canceled,Daniel Taylor,housejennifer@example.com,001-611-728-8734x7106,6011408610678277,2024-11-09
City Hotel,1,155,2017,August,35,31,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,85.65,0,0,Canceled,Julie Thompson,zhart@example.com,001-234-800-0936,30114629812820,2025-04-07
City Hotel,1,1,2017,August,31,1,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,10.0,179.0,0,Transient,49.85,0,2,Check-Out,Justin Murphy,pwilliams@example.net,736-233-4228x30184,2251228256507616,2025-10-10
Resort Hotel,1,30,2017,March,13,28,0,4,2,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,A,2,No Deposit,240.0,179.0,0,Transient,135.06,0,0,Canceled,Rachel Smith,jose60@example.net,678.660.2489x6914,676108519916,2025-03-17
City Hotel,0,47,2017,July,28,13,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient-Party,127.0,0,0,Check-Out,Joseph Dougherty,eric73@example.org,(340)427-4079x810,4460502595374089443,2024-10-17
City Hotel,1,102,2017,May,20,14,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,Non Refund,90.0,179.0,0,Transient,94.25,0,0,Canceled,Catherine Barker,wrightaaron@example.com,+1-749-821-0397x1075,377411141970073,2025-06-13
City Hotel,1,34,2017,January,3,16,4,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,Non Refund,36.0,179.0,0,Transient-Party,163.63,0,0,Canceled,Cynthia Taylor,lbecker@example.org,733.487.1801,6592984646540175,2024-12-17
City Hotel,1,104,2017,March,9,3,1,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,179.0,42,Transient-Party,131.04,0,0,Canceled,James Peck,birdtonya@example.net,219-574-8202,4488809936843512,2024-03-31
City Hotel,1,92,2017,February,9,26,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,179.0,0,Transient,130.61,0,2,Canceled,Rebecca Brooks,briannamontoya@example.com,7779431817,377416113495322,2025-02-14
City Hotel,0,139,2017,February,8,24,2,4,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,114.07,0,1,Check-Out,Mr. Gregory Hart,wsanders@example.org,001-953-908-9839x91753,4186016957860939,2024-07-04
City Hotel,1,148,2017,February,9,28,4,10,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,25.0,179.0,40,Transient,107.19,0,0,Canceled,Tiffany Davis,huntamanda@example.com,(231)442-8758x6583,676384953698,2024-07-04
City Hotel,0,56,2017,July,28,13,2,4,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,179.0,0,Transient,107.63,0,0,Check-Out,Vanessa Bishop,gonzalesjessica@example.net,(261)421-3341,3561985396048545,2025-09-07
Resort Hotel,0,38,2017,March,13,29,0,1,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,I,0,No Deposit,241.0,179.0,0,Transient,2.28,0,1,Check-Out,Stacey Rodriguez,wallemily@example.net,895-356-5160x732,4502337373956,2026-02-13
City Hotel,0,1,2017,January,2,11,1,1,1,0.0,0,BB,ITA,Aviation,Corporate,0,0,0,A,D,0,No Deposit,14.0,139.0,0,Transient,92.33,0,1,Check-Out,Angelica Lopez,butlerjacob@example.net,(412)576-6774,346288670204043,2025-03-13
City Hotel,1,113,2017,February,8,18,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,76.0,179.0,0,Transient,113.06,0,0,Canceled,Spencer Manning,reedjulian@example.com,001-704-541-2307,30486243649071,2025-03-26
Resort Hotel,0,42,2017,May,19,9,3,10,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,299.0,179.0,0,Transient,133.89,0,1,Check-Out,Robert Bauer,colleen97@example.com,885-638-5560,6011927909253542,2026-02-16
City Hotel,0,0,2017,January,4,22,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,1,No Deposit,13.0,204.0,0,Transient,77.01,0,2,Check-Out,Keith Gonzalez,ismith@example.com,(554)596-2731x87212,4744540327648460064,2024-04-12
City Hotel,0,11,2017,July,30,23,0,1,2,0.0,0,SC,FRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,12.0,331.0,0,Transient-Party,67.17,0,0,Check-Out,Benjamin Jordan,hfreeman@example.net,709.674.4662x6951,676272240547,2024-07-15
City Hotel,1,2,2017,April,15,12,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,No Deposit,17.0,45.0,0,Transient-Party,82.12,0,1,Canceled,Adrian Krueger,kwebster@example.com,+1-758-813-7344x85638,2576957219306397,2024-06-11
City Hotel,1,96,2017,May,20,18,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,11.0,179.0,0,Transient-Party,62.73,0,0,Canceled,Michael Travis,maria63@example.com,(215)905-7338,180095891415657,2026-02-07
Resort Hotel,0,141,2017,December,51,22,1,1,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,238.0,179.0,0,Transient-Party,102.89,0,0,Check-Out,Jonathan Glover,robertogreer@example.net,655-683-6778,4073110211637948,2024-10-14
Resort Hotel,1,82,2017,February,5,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,241.0,179.0,0,Transient,55.88,0,0,Canceled,Erin Carter,bookerjohn@example.com,915.699.5895,582797102917,2024-11-18
Resort Hotel,0,13,2017,December,52,30,1,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,179.0,0,Transient,128.68,1,0,Check-Out,Brenda Bradley,crystalchan@example.com,001-280-910-3621x0365,341921624171687,2024-10-27
Resort Hotel,0,0,2017,November,46,16,2,2,1,0.0,0,SC,PRT,Corporate,Corporate,1,1,1,A,D,1,No Deposit,11.0,74.0,0,Transient,44.61,0,0,Check-Out,Kevin Berry,awhite@example.net,5583357649,4048848132480953,2025-09-10
City Hotel,1,95,2017,August,33,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,30.0,179.0,39,Transient,82.46,0,0,Canceled,Jennifer Anderson,qmartin@example.com,404-621-4579,30386882248732,2026-02-20
City Hotel,1,0,2017,April,14,4,0,2,2,2.0,0,BB,ITA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,179.0,0,Transient,194.73,0,3,Canceled,Tyler Miranda,millerjennifer@example.org,001-349-893-9712x678,4090927335924,2025-08-29
City Hotel,0,38,2017,March,12,18,1,0,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,8.0,179.0,0,Transient,136.95,0,2,Check-Out,Nicholas Chung,watsonmelissa@example.com,(624)973-5833x274,3507813506907995,2024-11-26
Resort Hotel,0,203,2017,June,23,3,2,5,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,179.0,0,Transient-Party,99.17,0,0,Check-Out,Kayla Thomas,rbrown@example.net,001-571-502-2818x34213,180083496965607,2025-08-23
City Hotel,0,240,2017,June,23,8,2,2,2,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,179.0,0,Transient,97.97,0,1,Check-Out,Robert Shepherd,dixondavid@example.org,451.387.9323x0720,3519275306910502,2024-11-14
Resort Hotel,0,64,2017,March,11,17,3,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,F,E,1,No Deposit,239.0,179.0,0,Transient,115.17,0,1,Check-Out,Steven Swanson,adamsmatthew@example.net,310.471.8984x24973,30324106822107,2026-02-26
City Hotel,1,19,2017,March,10,5,2,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,179.0,0,Transient,109.53,0,0,Canceled,David Williams,jenniferwilliams@example.org,+1-912-514-2788x1732,30489355587170,2025-01-15
City Hotel,1,3,2017,February,6,3,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,131.08,0,1,No-Show,Justin Bishop,hernandezchristian@example.org,486-618-1966x79980,3593405661410850,2025-03-22
City Hotel,0,173,2017,November,44,3,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,179.0,0,Transient,108.02,0,1,Check-Out,Clifford Mcdonald,cjohnson@example.org,728.239.5063,675904189460,2025-11-27
Resort Hotel,0,148,2017,November,48,29,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,Refundable,12.0,221.0,0,Transient-Party,63.07,0,0,Check-Out,Wesley Bowers,paul17@example.org,(564)457-9488,4186176532147069,2025-04-05
Resort Hotel,1,32,2017,April,16,18,4,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,B,1,No Deposit,241.0,179.0,0,Transient,196.6,0,0,Canceled,Jessica Warren,christopher74@example.org,(705)520-8385x255,4183122110471,2025-06-25
City Hotel,0,93,2017,October,43,22,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,179.0,0,Transient,85.08,0,2,Check-Out,Dana Savage,rickey55@example.com,449-902-8409x6423,3580613234693606,2025-09-11
City Hotel,1,280,2017,May,20,15,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,83.0,179.0,18,Transient,109.01,0,0,Canceled,Joseph Sullivan,christopher23@example.org,783.420.3427x156,6554709624454974,2025-02-09
City Hotel,1,245,2017,June,23,4,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,29.0,179.0,0,Contract,62.04,0,2,Canceled,Joshua Williams,michael16@example.com,801.766.8003,4782500538310249,2024-12-24
City Hotel,0,117,2017,March,13,25,2,2,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,D,D,1,No Deposit,1.0,179.0,0,Transient-Party,62.27,0,0,Check-Out,Cory Kelley,baileyrobert@example.org,668-925-6314,371254337478972,2024-11-26
Resort Hotel,0,147,2017,March,10,6,2,2,2,0.0,0,BB,GBR,Online TA,Direct,0,0,0,A,E,0,No Deposit,246.0,179.0,0,Transient,121.63,0,0,Check-Out,Whitney Macdonald DVM,vaughnpatrick@example.org,941.361.3827,3547690995145770,2024-03-31
City Hotel,0,38,2017,June,24,16,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,179.0,0,Transient-Party,76.36,0,0,Check-Out,Kimberly Ponce,gespinoza@example.com,001-887-831-0883x9682,4815574593563761,2026-03-17
City Hotel,1,0,2017,November,46,16,0,1,1,0.0,0,SC,ESP,Online TA,GDS,0,0,0,A,A,0,No Deposit,172.0,179.0,0,Transient,107.99,0,0,Canceled,Darren Morse,andrew74@example.com,392.206.7097x4952,4346711056806629296,2024-06-03
City Hotel,1,34,2017,June,25,21,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,179.0,0,Transient,99.38,0,0,Canceled,Lydia Horn,marklam@example.com,409-867-2914,3523508304516390,2025-10-31
Resort Hotel,1,19,2017,September,39,24,0,2,2,1.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,179.0,0,Transient,41.64,0,1,Canceled,Chad Williams,brownashley@example.com,864.623.8717,4792597010697596,2025-08-29
Resort Hotel,0,7,2017,August,32,10,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,133.0,179.0,0,Transient,53.92,0,1,Check-Out,Jeremy Wallace,jerry47@example.org,225.702.2723x084,4688622772679,2025-12-07
City Hotel,0,15,2017,September,37,9,2,3,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,109.39,0,0,Check-Out,Anthony Ward,ncurtis@example.com,508-708-7225,3516916325978649,2025-10-23
Resort Hotel,0,160,2017,April,15,9,3,5,2,1.0,0,BB,IRL,Direct,Direct,0,0,0,G,A,2,No Deposit,247.0,179.0,0,Transient,52.34,0,0,Check-Out,Heather Diaz,owashington@example.org,754-446-4664x57000,4568852167149874149,2025-05-02
City Hotel,1,17,2017,October,43,23,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,12.0,179.0,0,Transient,38.3,0,0,Canceled,Daniel White,josephparker@example.com,9575728477,30312691238722,2025-02-23
City Hotel,1,13,2017,October,42,18,1,1,2,0.0,0,SC,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,179.0,0,Transient,134.88,0,0,No-Show,Linda Fernandez,joshuachase@example.net,001-767-682-8940x6041,4697981535143615794,2025-04-09
Resort Hotel,0,44,2017,June,25,21,2,5,1,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,270.0,179.0,0,Group,51.82,0,1,Check-Out,Ralph Rodriguez,lhill@example.org,001-710-735-9621,630462939764,2025-12-16
City Hotel,1,1,2017,February,8,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,179.0,0,Transient,118.4,0,0,Canceled,Michael Cross DDS,jason09@example.org,5396952418,5109018366222884,2025-06-09
Resort Hotel,1,178,2017,February,6,4,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,243.0,179.0,0,Transient,243.39,0,0,Canceled,Stacy Garcia,james51@example.net,727-208-0214x718,3539725503214385,2024-08-19
Resort Hotel,1,242,2017,June,23,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,179.0,0,Transient,70.88,0,0,Canceled,Brett Maxwell,benjamin63@example.net,001-395-238-4196x7165,2235500421546849,2024-06-03
City Hotel,1,101,2017,April,15,9,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,179.0,0,Transient,138.48,0,1,Canceled,Anna Andersen,carolynscott@example.net,403.968.2155x33767,3576457535474134,2024-05-11
City Hotel,0,8,2017,January,4,25,1,0,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,11.0,179.0,0,Transient,78.23,0,3,Check-Out,Gary Phillips,xcox@example.org,001-598-291-6950x003,213158081470196,2026-03-08
